122,"Co-occurrence matrix (3D, merged)",Inverse variance,cm_inv_var_3D_comb
123,"Co-occurrence matrix (3D, merged)",Correlation,cm_corr_3D_comb
124,"Co-occurrence matrix (3D, merged)",Autocorrelation,cm_auto_corr_3D_comb
125,"Co-occurrence matrix (3D, merged)",Cluster tendency,cm_clust_tend_3D_comb
126,"Co-occurrence matrix (3D, merged)",Cluster shade,cm_clust_shade_3D_comb
127,"Co-occurrence matrix (3D, merged)",Cluster prominence,cm_clust_prom_3D_comb
128,"Co-occurrence matrix (3D, merged)",Information correlation 1,cm_info_corr1_3D_comb
129,"Co-occurrence matrix (3D, merged)",Information correlation 2,cm_info_corr2_3D_comb
130,"Run length matrix (3D, averaged)",Short runs emphasis,rlm_sre_3D_avg
131,"Run length matrix (3D, averaged)",Long runs emphasis,rlm_lre_3D_avg
132,"Run length matrix (3D, averaged)",Low grey level run emphasis,rlm_lgre_3D_avg
133,"Run length matrix (3D, averaged)",High grey level run emphasis,rlm_hgre_3D_avg
134,"Run length matrix (3D, averaged)",Short run low grey level emphasis,rlm_srlge_3D_avg
135,"Run length matrix (3D, averaged)",Short run high grey level emphasis,rlm_srhge_3D_avg
136,"Run length matrix (3D, averaged)",Long run low grey level emphasis,rlm_lrlge_3D_avg
137,"Run length matrix (3D, averaged)",Long run high grey level emphasis,rlm_lrhge_3D_avg
138,"Run length matrix (3D, averaged)",Grey level non-uniformity,rlm_glnu_3D_avg
139,"Run length matrix (3D, averaged)",Grey level non-uniformity normalised,rlm_glnu_norm_3D_avg
140,"Run length matrix (3D, averaged)",Run length non-uniformity,rlm_rlnu_3D_avg
141,"Run length matrix (3D, averaged)",Run length non-uniformity normalised,rlm_rlnu_norm_3D_avg
142,"Run length matrix (3D, averaged)",Run percentage,rlm_r_perc_3D_avg
143,"Run length matrix (3D, averaged)",Grey level variance,rlm_gl_var_3D_avg
144,"Run length matrix (3D, averaged)",Run length variance,rlm_rl_var_3D_avg
145,"Run length matrix (3D, averaged)",Run entropy,rlm_rl_entr_3D_avg
146,"Run length matrix (3D, merged)",Short runs emphasis,rlm_sre_3D_comb
147,"Run length matrix (3D, merged)",Long runs emphasis,rlm_lre_3D_comb
148,"Run length matrix (3D, merged)",Low grey level run emphasis,rlm_lgre_3D_comb
149,"Run length matrix (3D, merged)",High grey level run emphasis,rlm_hgre_3D_comb
150,"Run length matrix (3D, merged)",Short run low grey level emphasis,rlm_srlge_3D_comb
151,"Run length matrix (3D, merged)",Short run high grey level emphasis,rlm_srhge_3D_comb
152,"Run length matrix (3D, merged)",Long run low grey level emphasis,rlm_lrlge_3D_comb
153,"Run length matrix (3D, merged)",Long run high grey level emphasis,rlm_lrhge_3D_comb
154,"Run length matrix (3D, merged)",Grey level non-uniformity,rlm_glnu_3D_comb
155,"Run length matrix (3D, merged)",Grey level non-uniformity normalised,rlm_glnu_norm_3D_comb
156,"Run length matrix (3D, merged)",Run length non-uniformity,rlm_rlnu_3D_comb
157,"Run length matrix (3D, merged)",Run length non-uniformity normalised,rlm_rlnu_norm_3D_comb
158,"Run length matrix (3D, merged)",Run percentage,rlm_r_perc_3D_comb
159,"Run length matrix (3D, merged)",Grey level variance,rlm_gl_var_3D_comb
160,"Run length matrix (3D, merged)",Run length variance,rlm_rl_var_3D_comb
161,"Run length matrix (3D, merged)",Run entropy,rlm_rl_entr_3D_comb
162,Size zone matrix (3D),Small zone emphasis,szm_sze_3D
163,Size zone matrix (3D),Large zone emphasis,szm_lze_3D
164,Size zone matrix (3D),Low grey level emphasis,szm_lgze_3D
165,Size zone matrix (3D),High grey level emphasis,szm_hgze_3D
166,Size zone matrix (3D),Small zone low grey level emphasis,szm_szlge_3D
167,Size zone matrix (3D),Small zone high grey level emphasis,szm_szhge_3D
168,Size zone matrix (3D),Large zone low grey level emphasis,szm_lzlge_3D
169,Size zone matrix (3D),Large zone high grey level emphasis,szm_lzhge_3D
170,Size zone matrix (3D),Grey level non-uniformity,szm_glnu_3D
171,Size zone matrix (3D),Grey level non uniformity normalised,szm_glnu_norm_3D
172,Size zone matrix (3D),Zone size non-uniformity,szm_zsnu_3D
173,Size zone matrix (3D),Zone size non-uniformity normalised,szm_zsnu_norm_3D
174,Size zone matrix (3D),Zone percentage,szm_z_perc_3D
175,Size zone matrix (3D),Grey level variance,szm_gl_var_3D
176,Size zone matrix (3D),Zone size variance,szm_zs_var_3D
177,Size zone matrix (3D),Zone size entropy,szm_zs_entr_3D
178,Distance zone matrix (3D),Small distance emphasis,dzm_sde_3D
179,Distance zone matrix (3D),Large distance emphasis,dzm_lde_3D
180,Distance zone matrix (3D),Low grey level emphasis,dzm_lgze_3D
181,Distance zone matrix (3D),High grey level emphasis,dzm_hgze_3D
182,Distance zone matrix (3D),Small distance low grey level emphasis,dzm_sdlge_3D
183,Distance zone matrix (3D),Small distance high grey level emphasis,dzm_sdhge_3D
184,Distance zone matrix (3D),Large distance low grey level emphasis,dzm_ldlge_3D
185,Distance zone matrix (3D),Large distance high grey level emphasis,dzm_ldhge_3D
186,Distance zone matrix (3D),Grey level non-uniformity,dzm_glnu_3D
187,Distance zone matrix (3D),Grey level non-uniformity normalised,dzm_glnu_norm_3D
188,Distance zone matrix (3D),Zone distance non-uniformity,dzm_zdnu_3D
189,Distance zone matrix (3D),Zone distance non-uniformity normalised,dzm_zdnu_norm_3D
190,Distance zone matrix (3D),Zone percentage,dzm_z_perc_3D
191,Distance zone matrix (3D),Grey level variance,dzm_gl_var_3D
192,Distance zone matrix (3D),Zone distance variance,dzm_zd_var_3D
193,Distance zone matrix (3D),Zone distance entropy,dzm_zd_entr_3D
194,Neighbourhood grey tone difference matrix (3D),Coarseness,ngt_coarseness_3D
195,Neighbourhood grey tone difference matrix (3D),Contrast,ngt_contrast_3D
196,Neighbourhood grey tone difference matrix (3D),Busyness,ngt_busyness_3D
197,Neighbourhood grey tone difference matrix (3D),Complexity,ngt_complexity_3D
198,Neighbourhood grey tone difference matrix (3D),Strength,ngt_strength_3D
199,Neighbouring grey level dependence matrix (3D),Low dependence emphasis,ngl_lde_3D
200,Neighbouring grey level dependence matrix (3D),High dependence emphasis,ngl_hde_3D
201,Neighbouring grey level dependence matrix (3D),Low grey level count emphasis,ngl_lgce_3D
202,Neighbouring grey level dependence matrix (3D),High grey level count emphasis,ngl_hgce_3D
203,Neighbouring grey level dependence matrix (3D),Low dependence low grey level emphasis,ngl_ldlge_3D
204,Neighbouring grey level dependence matrix (3D),Low dependence high grey level emphasis,ngl_ldhge_3D
205,Neighbouring grey level dependence matrix (3D),High dependence low grey level emphasis,ngl_hdlge_3D
206,Neighbouring grey level dependence matrix (3D),High dependence high grey level emphasis,ngl_hdhge_3D
207,Neighbouring grey level dependence matrix (3D),Grey level non-uniformity,ngl_glnu_3D
208,Neighbouring grey level dependence matrix (3D),Grey level non-uniformity normalised,ngl_glnu_norm_3D
209,Neighbouring grey level dependence matrix (3D),Dependence count non-uniformity,ngl_dcnu_3D
210,Neighbouring grey level dependence matrix (3D),Dependence count non-uniformity normalised,ngl_dcnu_norm_3D
211,Neighbouring grey level dependence matrix (3D),Dependence count percentage,ngl_dc_perc_3D
212,Neighbouring grey level dependence matrix (3D),Grey level variance,ngl_gl_var_3D
213,Neighbouring grey level dependence matrix (3D),Dependence count variance,ngl_dc_var_3D
214,Neighbouring grey level dependence matrix (3D),Dependence count entropy,ngl_dc_entr_3D
215,Neighbouring grey level dependence matrix (3D),Dependence count energy,ngl_dc_energy_3D
